,address,description,photos,zipcode,phone,name,floor_plans
0,"{'streetAddress': '1065 2nd Ave', 'city': 'New York', 'state': 'NY', 'zipcode': '10022', '__typename': 'Address', 'neighborhood': None}","Inspired by Alvar Aaltos iconic vase, Aalto57s sculptural architecture reflects classic concepts of design both inside and out. Each residence in this boutique rental building features clean modern finishes. Amenities such as a landscaped terrace with gas grills, private and group dining areas, sun loungers, and fire feature as well as an indoor rock climbing wall, basketball court, game room, childrens playroom, guest suite, and a fitness center make Aalto57 a home like no other.","['https://photos.zillowstatic.com/fp/0c1099a1882a904acc8cedcd83ebd9dc-p_d.jpg', 'https://photos.zillowstatic.com/fp/2c2a5dbb9ac2b58300cb046a4c2c0f50-p_d.jpg', 'https://photos.zillowstatic.com/fp/8cb893b7ffea67b6848902af9fb1cb66-p_d.jpg', 'https://photos.zillowstatic.com/fp/ccb12f6d27b866696446e0e8f0916051-p_d.jpg', 'https://photos.zillowstatic.com/fp/20aa36f89568bb93dff503cfefce7587-p_d.jpg', 'https://photos.zillowstatic.com/fp/4b82372a2544fdd3fa412c5ae98fb34f-p_d.jpg', 'https://photos.zillowstatic.com/fp/141b6358e2e73ad04f5051a9bdc55261-p_d.jpg', 'https://photos.zillowstatic.com/fp/7e7df4dad6e4040bf94d64de25dfa682-p_d.jpg', 'https://photos.zillowstatic.com/fp/c256c9d4a888b5559e326cf7c22af483-p_d.jpg', 'https://photos.zillowstatic.com/fp/0640cf489043b071bb4a3250ae7a2d95-p_d.jpg', 'https://photos.zillowstatic.com/fp/3198ea00e20084dacf54aa664b389c91-p_d.jpg']",10022,646-681-3805,Aalto57,"[{'zpid': '2062374520', '__typename': 'FloorPlan', 'availableFrom': '1663743600000', 'baths': 1, 'beds': 1, 'floorPlanUnitPhotos': [], 'floorplanVRModel': None, 'maxPrice': 5959, 'minPrice': 5959, 'name': '1 Bed/1 Bath-1Ja', 'photos': [{'url': 'https://photos.zillowstatic.com/fp/362dee1f56eb67c8e4b3bb977aaa96cf-r_a.jpg', '__typename': 'Photo'}, {'url': 'https://photos.zillowstatic.com/fp/362dee1f56eb67c8e4b3bb977aaa96cf-f_b.jpg', '__typename': 'Photo'}], 'sqft': 861, 'thirdPartyVirtualTour': None, 'units': [{'availableFrom': '1663743600000', 'hasApprovedThirdPartyVirtualTour': False, 'price': 5959, 'minPrice': None, 'maxPrice': None, 'thirdPartyVirtualTour': None, 'unitNumber': 'Unit 9A', 'unitVRModel': None, 'vrModel': None, '__typename': 'UnitV2', 'zpid': '2062374520'}], 'vrModels': [], 'maloneId': None}, {'zpid': '2093687897', '__typename': 'FloorPlan', 'availableFrom': '1663916400000', 'baths': 1, 'beds': 1, 'floorPlanUnitPhotos': [], 'floorplanVRModel': None, 'maxPrice': 6458, 'minPrice': 6358, 'name': '1 Bed/1 Bath-1K', 'photos': [{'url': 'https://photos.zillowstatic.com/fp/b16013de65d8780177a0ebf1e3e31454-r_a.jpg', '__typename': 'Photo'}, {'url': 'https://photos.zillowstatic.com/fp/b16013de65d8780177a0ebf1e3e31454-f_b.jpg', '__typename': 'Photo'}], 'sqft': 883, 'thirdPartyVirtualTour': None, 'units': [{'availableFrom': '1670313600000', 'hasApprovedThirdPartyVirtualTour': False, 'price': 6358, 'minPrice': None, 'maxPrice': None, 'thirdPartyVirtualTour': None, 'unitNumber': 'Unit 23D', 'unitVRModel': None, 'vrModel': None, '__typename': 'UnitV2', 'zpid': '2093687897'}, {'availableFrom': '1663916400000', 'hasApprovedThirdPartyVirtualTour': False, 'price': 6458, 'minPrice': None, 'maxPrice': None, 'thirdPartyVirtualTour': None, 'unitNumber': 'Unit 24D', 'unitVRModel': None, 'vrModel': None, '__typename': 'UnitV2', 'zpid': '2092278189'}], 'vrModels': [], 'maloneId': None}, {'zpid': '2079970725', '__typename': 'FloorPlan', 'availableFrom': '1664780400000', 'baths': 2, 'beds': 2, 'floorPlanUnitPhotos': [], 'floorplanVRModel': None, 'maxPrice': 8554, 'minPrice': 8554, 'name': '2 Bed/2 Bath-2C', 'photos': [{'url': 'https://photos.zillowstatic.com/fp/9ed1f3053237f84030ff4c41a6cc6072-r_a.jpg', '__typename': 'Photo'}, {'url': 'https://photos.zillowstatic.com/fp/9ed1f3053237f84030ff4c41a6cc6072-f_b.jpg', '__typename': 'Photo'}], 'sqft': 1189, 'thirdPartyVirtualTour': None, 'units': [{'availableFrom': '1664780400000', 'hasApprovedThirdPartyVirtualTour': False, 'price': 8554, 'minPrice': None, 'maxPrice': None, 'thirdPartyVirtualTour': None, 'unitNumber': 'Unit 21E', 'unitVRModel': None, 'vrModel': None, '__typename': 'UnitV2', 'zpid': '2079970725'}], 'vrModels': [], 'maloneId': None}, {'zpid': '2067938254', '__typename': 'FloorPlan', 'availableFrom': '1667113200000', 'baths': 2, 'beds': 2, 'floorPlanUnitPhotos': [], 'floorplanVRModel': None, 'maxPrice': 9220, 'minPrice': 9220, 'name': '2 Bed/2 Bath-2D', 'photos': [{'url': 'https://photos.zillowstatic.com/fp/b96427a8faf2eebc3d9fdb9e36e5b98d-r_a.jpg', '__typename': 'Photo'}, {'url': 'https://photos.zillowstatic.com/fp/b96427a8faf2eebc3d9fdb9e36e5b98d-f_b.jpg', '__typename': 'Photo'}], 'sqft': 1240, 'thirdPartyVirtualTour': None, 'units': [{'availableFrom': '1667113200000', 'hasApprovedThirdPartyVirtualTour': False, 'price': 9220, 'minPrice': None, 'maxPrice': None, 'thirdPartyVirtualTour': None, 'unitNumber': 'Unit 14C', 'unitVRModel': None, 'vrModel': None, '__typename': 'UnitV2', 'zpid': '2067938254'}], 'vrModels': [], 'maloneId': None}, {'zpid': '2093083009', '__typename': 'FloorPlan', 'availableFrom': '0', 'baths': 2, 'beds': 2, 'floorPlanUnitPhotos': [], 'floorplanVRModel': None, 'maxPrice': 9928, 'minPrice': 9928, 'name': '2 Bed/2 Bath-2E', 'photos': [{'url': 'https://photos.zillowstatic.com/fp/88b9212e92b6a6481c137f4b4f327f3d-r_a.jpg', '__typename': 'Photo'}, {'url': 'https://photos.zillowstatic.com/fp/88b9212e92b6a6481c137f4b4f327f3d-f_b.jpg', '__typename': 'Photo'}], 'sqft': 1300, 'thirdPartyVirtualTour': None, 'units': [{'availableFrom': '0', 'hasApprovedThirdPartyVirtualTour': False, 'price': 9928, 'minPrice': None, 'maxPrice': None, 'thirdPartyVirtualTour': None, 'unitNumber': 'Unit 10G', 'unitVRModel': None, 'vrModel': None, '__typename': 'UnitV2', 'zpid': '2093083009'}, {'availableFrom': '1665298800000', 'hasApprovedThirdPartyVirtualTour': False, 'price': 9928, 'minPrice': None, 'maxPrice': None, 'thirdPartyVirtualTour': None, 'unitNumber': 'Unit 11G', 'unitVRModel': None, 'vrModel': None, '__typename': 'UnitV2', 'zpid': '2093688086'}], 'vrModels': [], 'maloneId': None}, {'zpid': '2078488746', '__typename': 'FloorPlan', 'availableFrom': '1668758400000', 'baths': 2, 'beds': 3, 'floorPlanUnitPhotos': [], 'floorplanVRModel': None, 'maxPrice': 9974, 'minPrice': 9974, 'name': '3 Bed/2 Bath-3B', 'photos': [{'url': 'https://photos.zillowstatic.com/fp/462c28a814dfd3c9259baf34f6fbec87-r_a.jpg', '__typename': 'Photo'}, {'url': 'https://photos.zillowstatic.com/fp/462c28a814dfd3c9259baf34f6fbec87-f_b.jpg', '__typename': 'Photo'}], 'sqft': 1670, 'thirdPartyVirtualTour': None, 'units': [{'availableFrom': '1668758400000', 'hasApprovedThirdPartyVirtualTour': False, 'price': 9974, 'minPrice': None, 'maxPrice': None, 'thirdPartyVirtualTour': None, 'unitNumber': 'Unit 8A', 'unitVRModel': None, 'vrModel': None, '__typename': 'UnitV2', 'zpid': '2078488746'}], 'vrModels': [], 'maloneId': None}]"
