,buildingId,lotId,price,latLong,minBeds,minBaths,minArea,imgSrc,hasImage,plid,isFeaturedListing,unitCount,buildingName,isBuilding,address,variableData,badgeInfo,statusType,statusText,listingType,isFavorite,detailUrl,has3DModel,hasAdditionalAttributions,canSaveBuilding,zpid,priceLabel,beds,baths,area,isUserClaimingOwner,isUserConfirmedClaim,visited,hdpData,pgapt,sgapt,hasVideo,isHomeRec,availabilityDate
58,,,"$6,995/mo","{'latitude': 33.110107, 'longitude': -96.63436}",,,,https://photos.zillowstatic.com/fp/7c38da802607ae076a1134c44944dfc0-p_e.jpg,True,,False,,,,--,"{'type': 'TIME_ON_INFO', 'text': '16 days ago', 'data': {'isFresh': False}}",,FOR_RENT,House for rent,,False,/homedetails/1416-Country-Ln-Allen-TX-75002/26630211_zpid/,False,False,,26630211,$7.0K,3.0,2.0,2040.0,False,False,False,"{'homeInfo': {'zpid': 26630211, 'zipcode': '75002', 'city': 'Allen', 'state': 'TX', 'latitude': 33.110107, 'longitude': -96.63436, 'price': 6995.0, 'bathrooms': 2.0, 'bedrooms': 3.0, 'livingArea': 2040.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'zestimate': 397000, 'rentZestimate': 2562, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 6995.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 284648.0}}",ForRent,For Rent,False,False,2022-09-08 00:00:00
59,,,"$2,500/mo","{'latitude': 33.083942, 'longitude': -96.62528}",,,,https://photos.zillowstatic.com/fp/f16709aa4c455b0a722aa77537fde4f2-p_e.jpg,True,,False,,,,--,"{'type': 'TIME_ON_INFO', 'text': '4 days ago', 'data': {'isFresh': False}}",,FOR_RENT,House for rent,,False,/homedetails/1716-Mapleleaf-Falls-Dr-Allen-TX-75002/26672145_zpid/,False,False,,26672145,$2.5K,3.0,2.5,2043.0,False,False,False,"{'homeInfo': {'zpid': 26672145, 'zipcode': '75002', 'city': 'Allen', 'state': 'TX', 'latitude': 33.083942, 'longitude': -96.62528, 'price': 2500.0, 'bathrooms': 2.5, 'bedrooms': 3.0, 'livingArea': 2043.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'zestimate': 393400, 'rentZestimate': 2558, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 2500.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 146646.0}}",ForRent,For Rent,False,False,2022-09-20 00:00:00
60,,,"$7,995/mo","{'latitude': 33.076523, 'longitude': -96.66665}",,,,https://photos.zillowstatic.com/fp/9d17ac894eaa047bea8cfa92b1c2de23-p_e.jpg,True,,False,,,,--,"{'type': 'TIME_ON_INFO', 'text': '17 days ago', 'data': {'isFresh': False}}",,FOR_RENT,House for rent,,False,/homedetails/619-Lakewood-Dr-Allen-TX-75002/26649939_zpid/,False,False,,26649939,$8.0K,3.0,2.5,2046.0,False,False,False,"{'homeInfo': {'zpid': 26649939, 'zipcode': '75002', 'city': 'Allen', 'state': 'TX', 'latitude': 33.076523, 'longitude': -96.66665, 'price': 7995.0, 'bathrooms': 2.5, 'bedrooms': 3.0, 'livingArea': 2046.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'zestimate': 416800, 'rentZestimate': 2614, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 7995.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 282655.0, 'lotAreaValue': 8276.0, 'lotAreaUnit': 'sqft'}}",ForRent,For Rent,False,False,2022-09-07 00:00:00
61,,,"$2,999/mo","{'latitude': 33.084393, 'longitude': -96.625114}",,,,https://photos.zillowstatic.com/fp/99e93c972ea681ea34258a5544622f34-p_e.jpg,True,,False,,,,--,"{'type': 'TIME_ON_INFO', 'text': '12 days ago', 'data': {'isFresh': False}}",,FOR_RENT,House for rent,,False,/homedetails/1715-Mapleleaf-Falls-Dr-Allen-TX-75002/26672082_zpid/,False,False,,26672082,$3.0K,4.0,3.0,2676.0,False,False,False,"{'homeInfo': {'zpid': 26672082, 'zipcode': '75002', 'city': 'Allen', 'state': 'TX', 'latitude': 33.084393, 'longitude': -96.625114, 'price': 2999.0, 'datePriceChanged': 1663743600000, 'bathrooms': 3.0, 'bedrooms': 4.0, 'livingArea': 2676.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'zestimate': 470900, 'rentZestimate': 2799, 'listing_sub_type': {}, 'priceReduction': '$201 (Sep 21)', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 2999.0, 'priceChange': -201, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 319598.0}}",ForRent,For Rent,False,False,2022-10-15 00:00:00
62,,,"$3,385/mo","{'latitude': 33.121483, 'longitude': -96.64477}",,,,https://photos.zillowstatic.com/fp/bd9b2d00c3aa7e63111de9f14f45a250-p_e.jpg,True,,True,,,,--,"{'type': 'TIME_ON_INFO', 'text': '11 days ago', 'data': {'isFresh': False}}",,FOR_RENT,House for rent,,False,/homedetails/1717-Terrell-Dr-Allen-TX-75002/83755940_zpid/,False,False,,83755940,$3.4K,4.0,2.5,3035.0,False,False,False,"{'homeInfo': {'zpid': 83755940, 'zipcode': '75002', 'city': 'Allen', 'state': 'TX', 'latitude': 33.121483, 'longitude': -96.64477, 'price': 3385.0, 'datePriceChanged': 1664089200000, 'bathrooms': 2.5, 'bedrooms': 4.0, 'livingArea': 3035.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': True, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'rentZestimate': 2995, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 3385.0, 'priceChange': 5, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 132145.0, 'lotAreaValue': 6969.0, 'lotAreaUnit': 'sqft'}}",ForRent,For Rent,False,False,2022-10-02 00:00:00
63,,,"$2,750/mo","{'latitude': 33.12867, 'longitude': -96.66883}",,,,https://photos.zillowstatic.com/fp/c601e348ab67d654577f1b62f0b7c474-p_e.jpg,True,,False,,,,--,"{'type': 'TIME_ON_INFO', 'text': '18 days ago', 'data': {'isFresh': False}}",,FOR_RENT,Townhouse for rent,,False,/homedetails/1959-McClane-Dr-Allen-TX-75013/337787962_zpid/,False,False,,337787962,$2.8K,3.0,2.5,1886.0,False,False,False,"{'homeInfo': {'zpid': 337787962, 'zipcode': '75013', 'city': 'Allen', 'state': 'TX', 'latitude': 33.12867, 'longitude': -96.66883, 'price': 2750.0, 'datePriceChanged': 1663657200000, 'bathrooms': 2.5, 'bedrooms': 3.0, 'livingArea': 1886.0, 'homeType': 'TOWNHOUSE', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'zestimate': 419900, 'rentZestimate': 2549, 'listing_sub_type': {}, 'priceReduction': '$245 (Sep 20)', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 2750.0, 'priceChange': -245, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 60060.0, 'lotAreaValue': 2265.0, 'lotAreaUnit': 'sqft'}}",ForRent,For Rent,False,False,2022-09-06 00:00:00
64,,,"$3,950/mo","{'latitude': 33.131145, 'longitude': -96.66754}",,,,https://photos.zillowstatic.com/fp/a0298dc984068836aba44cf64d6e608c-p_e.jpg,True,,False,,,,--,"{'type': 'TIME_ON_INFO', 'text': '85 days ago', 'data': {'isFresh': False}}",,FOR_RENT,House for rent,,False,/homedetails/861-Blackwood-Dr-Allen-TX-75013/89526443_zpid/,False,False,,89526443,$4.0K,5.0,4.0,3588.0,False,False,False,"{'homeInfo': {'zpid': 89526443, 'zipcode': '75013', 'city': 'Allen', 'state': 'TX', 'latitude': 33.131145, 'longitude': -96.66754, 'price': 3950.0, 'datePriceChanged': 1663657200000, 'bathrooms': 4.0, 'bedrooms': 5.0, 'livingArea': 3588.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'zestimate': 817500, 'rentZestimate': 4135, 'listing_sub_type': {}, 'priceReduction': '$200 (Sep 20)', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 3950.0, 'priceChange': -200, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 500000.0}}",ForRent,For Rent,False,False,2022-08-31 00:00:00
65,,,"$2,800/mo","{'latitude': 33.12186, 'longitude': -96.67515}",,,,https://photos.zillowstatic.com/fp/406d27125d4654fdb400ac9304048e51-p_e.jpg,True,,False,,,,--,"{'type': 'TIME_ON_INFO', 'text': '5 days ago', 'data': {'isFresh': False}}",,FOR_RENT,House for rent,,False,/homedetails/923-Cougar-Dr-Allen-TX-75013/65375004_zpid/,False,False,,65375004,$2.8K,4.0,2.0,2259.0,False,False,False,"{'homeInfo': {'zpid': 65375004, 'zipcode': '75013', 'city': 'Allen', 'state': 'TX', 'latitude': 33.12186, 'longitude': -96.67515, 'price': 2800.0, 'bathrooms': 2.0, 'bedrooms': 4.0, 'livingArea': 2259.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'zestimate': 540700, 'rentZestimate': 2828, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 2800.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 355905.0}}",ForRent,For Rent,False,False,2022-09-20 00:00:00
66,,,"$2,690/mo","{'latitude': 33.10107, 'longitude': -96.69349}",,,,https://photos.zillowstatic.com/fp/0bc5e17e97af542ca92fb1244d2a66c1-p_e.jpg,True,,False,,,,--,"{'type': 'TIME_ON_INFO', 'text': '15 days ago', 'data': {'isFresh': False}}",,FOR_RENT,Townhouse for rent,,False,/homedetails/1165-Sophia-St-Allen-TX-75013/83732681_zpid/,False,False,,83732681,$2.7K,3.0,2.5,1939.0,False,False,False,"{'homeInfo': {'zpid': 83732681, 'zipcode': '75013', 'city': 'Allen', 'state': 'TX', 'latitude': 33.10107, 'longitude': -96.69349, 'price': 2690.0, 'bathrooms': 2.5, 'bedrooms': 3.0, 'livingArea': 1939.0, 'homeType': 'TOWNHOUSE', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'zestimate': 410300, 'rentZestimate': 2499, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 2690.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 267643.0, 'lotAreaValue': 2613.0, 'lotAreaUnit': 'sqft'}}",ForRent,For Rent,False,False,2022-09-09 00:00:00
67,,,"$2,400/mo","{'latitude': 33.08982, 'longitude': -96.62764}",,,,https://photos.zillowstatic.com/fp/fb673fd27413dbc0d3e41991f5799bb0-p_e.jpg,True,,False,,,,--,"{'type': 'TIME_ON_INFO', 'text': '11 days ago', 'data': {'isFresh': False}}",,FOR_RENT,House for rent,,False,/homedetails/1610-Balboa-Ln-Allen-TX-75002/83750570_zpid/,False,False,,83750570,$2.4K,3.0,2.0,1689.0,False,False,False,"{'homeInfo': {'zpid': 83750570, 'zipcode': '75002', 'city': 'Allen', 'state': 'TX', 'latitude': 33.08982, 'longitude': -96.62764, 'price': 2400.0, 'datePriceChanged': 1664002800000, 'bathrooms': 2.0, 'bedrooms': 3.0, 'livingArea': 1689.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'zestimate': 406300, 'rentZestimate': 2196, 'listing_sub_type': {}, 'priceReduction': '$50 (Sep 24)', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 2400.0, 'priceChange': -50, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 256910.0, 'lotAreaValue': 7405.0, 'lotAreaUnit': 'sqft'}}",ForRent,For Rent,False,False,2022-09-13 00:00:00
68,,,"$3,500/mo","{'latitude': 33.081264, 'longitude': -96.68879}",,,,https://photos.zillowstatic.com/fp/8a19c07ec83a0671cabbd75bdc63340d-p_e.jpg,True,,False,,,,--,"{'type': 'TIME_ON_INFO', 'text': '19 days ago', 'data': {'isFresh': False}}",,FOR_RENT,House for rent,,False,/homedetails/1026-Billy-Ln-Allen-TX-75013/250909761_zpid/,False,False,,250909761,$3.5K,3.0,2.5,2407.0,False,False,False,"{'homeInfo': {'zpid': 250909761, 'zipcode': '75013', 'city': 'Allen', 'state': 'TX', 'latitude': 33.081264, 'longitude': -96.68879, 'price': 3500.0, 'bathrooms': 2.5, 'bedrooms': 3.0, 'livingArea': 2407.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'zestimate': 582800, 'rentZestimate': 3199, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 3500.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 341976.0, 'lotAreaValue': 5488.0, 'lotAreaUnit': 'sqft'}}",ForRent,For Rent,False,False,2022-11-04 00:00:00
69,,,"$2,400/mo","{'latitude': 33.1037, 'longitude': -96.63197}",,,,https://photos.zillowstatic.com/fp/a4234b6dddf2e79da974b9a25ac3bf53-p_e.jpg,True,,False,,,,--,"{'type': 'TIME_ON_INFO', 'text': '25 days ago', 'data': {'isFresh': False}}",,FOR_RENT,House for rent,,False,/homedetails/313-Trailwood-Dr-Allen-TX-75002/26664100_zpid/,False,False,,26664100,$2.4K,4.0,2.0,2329.0,False,False,False,"{'homeInfo': {'zpid': 26664100, 'zipcode': '75002', 'city': 'Allen', 'state': 'TX', 'latitude': 33.1037, 'longitude': -96.63197, 'price': 2400.0, 'datePriceChanged': 1663830000000, 'bathrooms': 2.0, 'bedrooms': 4.0, 'livingArea': 2329.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'zestimate': 442600, 'rentZestimate': 2728, 'listing_sub_type': {}, 'priceReduction': '$100 (Sep 22)', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 2400.0, 'priceChange': -100, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 290642.0, 'lotAreaValue': 5662.0, 'lotAreaUnit': 'sqft'}}",ForRent,For Rent,False,False,2022-09-26 00:00:00
70,,,"$3,695/mo","{'latitude': 33.089146, 'longitude': -96.689705}",,,,https://photos.zillowstatic.com/fp/a55a845a24797a92a4488a35321404d6-p_e.jpg,True,,False,,,,--,"{'type': 'TIME_ON_INFO', 'text': '6 days ago', 'data': {'isFresh': False}}",,FOR_RENT,House for rent,,False,/homedetails/1073-Sarah-St-Allen-TX-75013/249776579_zpid/,False,False,,249776579,$3.7K,4.0,3.0,2573.0,False,False,False,"{'homeInfo': {'zpid': 249776579, 'zipcode': '75013', 'city': 'Allen', 'state': 'TX', 'latitude': 33.089146, 'longitude': -96.689705, 'price': 3695.0, 'datePriceChanged': 1664089200000, 'bathrooms': 3.0, 'bedrooms': 4.0, 'livingArea': 2573.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'zestimate': 552500, 'rentZestimate': 2498, 'listing_sub_type': {}, 'priceReduction': '$300 (Sep 25)', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 3695.0, 'priceChange': -300, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 74115.0, 'lotAreaValue': 6682.0, 'lotAreaUnit': 'sqft'}}",ForRent,For Rent,False,False,2022-10-01 00:00:00
71,,,"$2,850/mo","{'latitude': 33.08313, 'longitude': -96.62172}",,,,https://photos.zillowstatic.com/fp/c17a1f7bf6f1865d8c85342b121876f9-p_e.jpg,True,,False,,,,--,"{'type': 'TIME_ON_INFO', 'text': '12 days ago', 'data': {'isFresh': False}}",,FOR_RENT,House for rent,,False,/homedetails/1824-Crabapple-Ct-Allen-TX-75002/53124152_zpid/,False,False,,53124152,$2.8K,4.0,2.5,2850.0,False,False,False,"{'homeInfo': {'zpid': 53124152, 'zipcode': '75002', 'city': 'Allen', 'state': 'TX', 'latitude': 33.08313, 'longitude': -96.62172, 'price': 2850.0, 'bathrooms': 2.5, 'bedrooms': 4.0, 'livingArea': 2850.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'zestimate': 518600, 'rentZestimate': 2822, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 2850.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 342331.0}}",ForRent,For Rent,False,False,2022-09-13 00:00:00
72,,,"$3,195/mo","{'latitude': 33.121574, 'longitude': -96.722664}",,,,https://photos.zillowstatic.com/fp/a1f61e7bcf1fa3b717d76323ce5bd772-p_e.jpg,True,,False,,,,--,"{'type': 'TIME_ON_INFO', 'text': '27 days ago', 'data': {'isFresh': False}}",,FOR_RENT,House for rent,,False,/homedetails/1904-Kirby-Ln-Allen-TX-75013/83729569_zpid/,False,False,,83729569,$3.2K,5.0,4.0,3267.0,False,False,False,"{'homeInfo': {'zpid': 83729569, 'zipcode': '75013', 'city': 'Allen', 'state': 'TX', 'latitude': 33.121574, 'longitude': -96.722664, 'price': 3195.0, 'bathrooms': 4.0, 'bedrooms': 5.0, 'livingArea': 3267.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'zestimate': 647900, 'rentZestimate': 3280, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 3195.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 429961.0, 'lotAreaValue': 6098.0, 'lotAreaUnit': 'sqft'}}",ForRent,For Rent,False,False,2022-09-16 00:00:00
73,,,"$4,600/mo","{'latitude': 33.120995, 'longitude': -96.69471}",,,,https://photos.zillowstatic.com/fp/3478965d3ad44e9801f66a455b040911-p_e.jpg,True,,False,,,,--,"{'type': 'TIME_ON_INFO', 'text': '6 days ago', 'data': {'isFresh': False}}",,FOR_RENT,House for rent,,False,/homedetails/1408-Rio-Grande-Dr-Allen-TX-75013/60312240_zpid/,False,False,,60312240,$4.6K,4.0,4.0,4197.0,False,False,False,"{'homeInfo': {'zpid': 60312240, 'zipcode': '75013', 'city': 'Allen', 'state': 'TX', 'latitude': 33.120995, 'longitude': -96.69471, 'price': 4600.0, 'bathrooms': 4.0, 'bedrooms': 4.0, 'livingArea': 4197.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'zestimate': 742700, 'rentZestimate': 3829, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 4600.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 554231.0, 'lotAreaValue': 9147.0, 'lotAreaUnit': 'sqft'}}",ForRent,For Rent,False,False,2022-09-26 00:00:00
74,,,"$3,200/mo","{'latitude': 33.12039, 'longitude': -96.70629}",,,,https://photos.zillowstatic.com/fp/951a0ebca8c68fa59f4728b7c2081f03-p_e.jpg,True,,False,,,,--,"{'type': 'TIME_ON_INFO', 'text': '22 days ago', 'data': {'isFresh': False}}",,FOR_RENT,House for rent,,False,/homedetails/1429-Glendover-Dr-Allen-TX-75013/26674108_zpid/,False,False,,26674108,$3.2K,4.0,3.0,2843.0,False,False,False,"{'homeInfo': {'zpid': 26674108, 'zipcode': '75013', 'city': 'Allen', 'state': 'TX', 'latitude': 33.12039, 'longitude': -96.70629, 'price': 3200.0, 'bathrooms': 3.0, 'bedrooms': 4.0, 'livingArea': 2843.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'zestimate': 596200, 'rentZestimate': 3200, 'listing_sub_type': {}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 3200.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 359066.0, 'lotAreaValue': 7840.0, 'lotAreaUnit': 'sqft'}}",ForRent,For Rent,False,False,2022-09-02 00:00:00
75,,,"$2,990/mo","{'latitude': 33.12808, 'longitude': -96.66884}",,,,https://photos.zillowstatic.com/fp/e42889ef57a9756ab8b5caa47c23d0c9-p_e.jpg,True,,False,,,,--,"{'type': 'TIME_ON_INFO', 'text': '55 days ago', 'data': {'isFresh': False}}",,FOR_RENT,Townhouse for rent,,False,/homedetails/1943-McClane-Dr-Allen-TX-75013/337787955_zpid/,False,False,,337787955,$3.0K,3.0,3.0,1814.0,False,False,False,"{'homeInfo': {'zpid': 337787955, 'zipcode': '75013', 'city': 'Allen', 'state': 'TX', 'latitude': 33.12808, 'longitude': -96.66884, 'price': 2990.0, 'datePriceChanged': 1663138800000, 'bathrooms': 3.0, 'bedrooms': 3.0, 'livingArea': 1814.0, 'homeType': 'TOWNHOUSE', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'zestimate': 424400, 'rentZestimate': 3171, 'listing_sub_type': {}, 'priceReduction': '$110 (Sep 14)', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 2990.0, 'priceChange': -110, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 44100.0, 'lotAreaValue': 3136.0, 'lotAreaUnit': 'sqft'}}",ForRent,For Rent,False,False,
76,,,"$3,100/mo","{'latitude': 33.090656, 'longitude': -96.73209}",,,,https://photos.zillowstatic.com/fp/078ad0f4400ca85f7302be5a6ac2399a-p_e.jpg,True,,False,,,,--,"{'type': 'TIME_ON_INFO', 'text': '52 days ago', 'data': {'isFresh': False}}",,FOR_RENT,House for rent,,False,/homedetails/2043-Camelot-Dr-Allen-TX-75013/26669707_zpid/,False,False,,26669707,$3.1K,4.0,3.5,2898.0,False,False,False,"{'homeInfo': {'zpid': 26669707, 'zipcode': '75013', 'city': 'Allen', 'state': 'TX', 'latitude': 33.090656, 'longitude': -96.73209, 'price': 3100.0, 'datePriceChanged': 1661842800000, 'bathrooms': 3.5, 'bedrooms': 4.0, 'livingArea': 2898.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_RENT', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'isRentalWithBasePrice': False, 'zestimate': 547500, 'rentZestimate': 3200, 'listing_sub_type': {}, 'priceReduction': '$250 (Aug 30)', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_RENT', 'priceForHDP': 3100.0, 'priceChange': -250, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': False, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 347737.0, 'lotAreaValue': 5662.0, 'lotAreaUnit': 'sqft'}}",ForRent,For Rent,False,False,2022-09-16 00:00:00
